Delivery_ID,Order_ID,Assigned_Rider_ID,Estimated_Delivery_Min,Actual_Delivery_Min,Restaurant_Prep_Min,Pickup_Delay_Min,Delivery_Delay_Min
D000513,O000546,RIDER0870,36,36,22,3.7,0
D000514,O000547,RIDER1722,28,31,36,0.9,3
D000515,O000548,RIDER0574,38,38,32,4.7,0
D000516,O000549,RIDER0192,33,40,14,2.9,7
D000517,O000550,RIDER2279,28,49,14,0.9,21
D000518,O000551,RIDER1663,19,18,17,6.7,0
D000519,O000553,RIDER0966,30,63,28,4.4,33
D000520,O000554,RIDER1913,40,45,14,0.6,5
D000521,O000556,RIDER1066,36,36,21,6.8,0
D000522,O000557,RIDER2246,33,29,17,1.2,0
D000523,O000558,RIDER1485,33,29,14,7.8,0
D000524,O000559,RIDER2343,29,25,29,3.7,0
D000525,O000560,RIDER0914,25,38,42,3.9,13
D000526,O000561,RIDER2122,28,26,28,6.8,0
D000527,O000562,RIDER1488,47,54,33,0.5,7
D000528,O000563,RIDER2217,22,27,14,3.2,5
D000529,O000565,RIDER1608,63,72,21,3.5,9
D000530,O000566,RIDER0735,30,64,30,3.6,34
D000531,O000567,RIDER0847,28,57,30,5.8,29
D000532,O000568,RIDER2158,28,27,16,4.9,0
D000533,O000569,RIDER0903,43,62,21,3.7,19
D000534,O000570,RIDER1027,21,41,27,2.8,20
D000535,O000571,RIDER2164,28,27,31,4.2,0
D000536,O000572,RIDER0207,23,24,36,3.1,1
D000537,O000573,RIDER0608,30,27,27,1.0,0
D000538,O000574,RIDER2115,50,68,15,5.1,18
D000539,O000575,RIDER1818,29,63,31,5.8,34
D000540,O000576,RIDER0272,23,25,37,0.6,2
D000541,O000577,RIDER0114,44,71,15,0.2,27
D000542,O000578,RIDER1971,32,36,28,4.8,4
D000543,O000579,RIDER1622,30,27,41,7.5,0
D000544,O000580,RIDER1996,27,41,36,2.7,14
D000545,O000581,RIDER0850,28,33,41,3.8,5
D000546,O000582,RIDER1439,27,59,29,2.8,32
D000547,O000583,RIDER2225,38,44,37,6.4,6
D000548,O000584,RIDER0091,32,32,23,1.1,0
D000549,O000585,RIDER2365,32,60,33,0.5,28
D000550,O000586,RIDER1902,30,26,30,1.3,0
D000551,O000587,RIDER1667,35,38,31,0.4,3
D000552,O000588,RIDER2203,24,32,17,1.0,8
D000553,O000589,RIDER1979,32,31,37,2.6,0
D000554,O000590,RIDER1744,44,72,25,3.9,28
D000555,O000591,RIDER0607,27,33,31,2.9,6
D000556,O000594,RIDER0264,19,18,29,0.4,0
D000557,O000595,RIDER1348,19,31,16,4.7,12
D000558,O000596,RIDER0160,34,29,27,2.7,0
D000559,O000597,RIDER0639,28,23,16,3.7,0
D000560,O000598,RIDER0051,25,43,34,0.1,18
D000561,O000599,RIDER1553,28,49,23,5.0,21
D000562,O000600,RIDER0144,42,57,28,1.2,15
D000563,O000601,RIDER0188,50,70,31,1.1,20
D000564,O000602,RIDER2435,23,28,15,0.9,5
D000565,O000603,RIDER1283,56,57,35,0.9,1
D000566,O000604,RIDER0519,27,27,22,4.0,0
D000567,O000605,RIDER0421,50,70,22,0.7,20
D000568,O000606,RIDER2111,31,32,14,0.7,1
D000569,O000607,RIDER2032,37,34,42,1.0,0
D000570,O000609,RIDER1304,27,49,28,1.9,22
D000571,O000610,RIDER0476,17,45,24,2.3,28
D000572,O000613,RIDER1680,28,34,25,5.7,6
D000573,O000614,RIDER0917,28,48,16,5.1,20
D000574,O000615,RIDER1612,22,19,35,7.6,0
D000575,O000616,RIDER0669,21,47,14,4.8,26
D000576,O000617,RIDER0716,33,40,18,5.4,7
D000577,O000618,RIDER0133,30,33,36,2.6,3
D000578,O000619,RIDER2129,24,28,19,3.3,4
D000579,O000620,RIDER2402,18,25,21,0.5,7
D000580,O000621,RIDER0907,23,32,30,3.5,9
D000581,O000622,RIDER0666,29,30,14,1.7,1
D000582,O000623,RIDER1397,33,64,22,4.2,31
D000583,O000624,RIDER0866,26,51,28,5.7,25
D000584,O000625,RIDER0099,33,42,27,6.1,9
D000585,O000626,RIDER0353,22,43,33,4.4,21
D000586,O000627,RIDER2332,22,18,25,1.2,0
D000587,O000628,RIDER2022,29,24,18,0.9,0
D000588,O000629,RIDER0831,30,25,28,1.8,0
D000589,O000630,RIDER0705,22,50,28,5.3,28
D000590,O000631,RIDER0005,27,22,42,1.2,0
D000591,O000632,RIDER0069,32,32,15,3.4,0
D000592,O000633,RIDER1439,28,32,35,0.5,4
D000593,O000634,RIDER2384,30,47,34,2.5,17
D000594,O000635,RIDER0922,24,51,22,5.1,27
D000595,O000636,RIDER0884,40,45,28,8.2,5
D000596,O000637,RIDER2286,26,34,15,9.4,8
D000597,O000638,RIDER2461,39,70,37,3.7,31
D000598,O000639,RIDER0724,27,27,36,2.1,0
D000599,O000640,RIDER1234,40,45,21,0.8,5
D000600,O000642,RIDER1964,30,37,39,1.7,7
D000601,O000643,RIDER0502,36,33,37,5.8,0
D000602,O000644,RIDER0541,34,31,41,1.0,0
D000603,O000645,RIDER1532,37,38,31,3.5,1
D000604,O000646,RIDER1614,30,26,31,0.6,0
D000605,O000647,RIDER1563,25,22,19,2.6,0
D000606,O000648,RIDER0888,33,56,14,3.4,23
D000607,O000649,RIDER2480,23,25,42,1.7,2
D000608,O000650,RIDER0368,29,32,37,1.5,3
D000609,O000651,RIDER2319,43,60,21,4.7,17
D000610,O000652,RIDER2458,41,47,21,5.7,6
D000611,O000653,RIDER0767,43,39,16,1.2,0
D000612,O000654,RIDER0124,44,40,25,1.6,0
D000613,O000655,RIDER1375,34,30,14,0.4,0
D000614,O000656,RIDER1087,25,53,29,0.8,28
D000615,O000657,RIDER0772,26,21,21,0.6,0
D000616,O000658,RIDER2400,36,35,42,1.6,0
D000617,O000659,RIDER2477,30,35,18,6.4,5
D000618,O000660,RIDER0642,60,90,19,0.9,30
D000619,O000661,RIDER1871,31,32,38,2.1,1
D000620,O000663,RIDER1669,28,24,19,0.4,0
D000621,O000665,RIDER1237,28,25,38,1.4,0
D000622,O000666,RIDER1604,53,75,16,1.4,22
D000623,O000667,RIDER0860,30,27,16,4.1,0
D000624,O000669,RIDER2058,33,31,31,4.9,0
D000625,O000670,RIDER2112,20,26,16,3.9,6
D000626,O000671,RIDER0823,31,62,14,0.1,31
D000627,O000672,RIDER2338,28,34,29,0.9,6
D000628,O000673,RIDER2088,29,29,34,0.6,0
D000629,O000674,RIDER1679,29,36,39,5.7,7
D000630,O000675,RIDER1066,53,67,24,1.6,14
D000631,O000676,RIDER1274,43,41,26,4.2,0
D000632,O000678,RIDER0639,70,82,14,9.4,12
D000633,O000679,RIDER0346,31,29,34,2.0,0
D000634,O000680,RIDER1715,48,58,32,3.8,10
D000635,O000681,RIDER0303,25,32,38,2.2,7
D000636,O000682,RIDER0320,20,44,19,2.2,24
D000637,O000683,RIDER1545,29,27,24,2.2,0
D000638,O000684,RIDER2008,40,47,29,1.4,7
D000639,O000685,RIDER0303,42,62,21,6.6,20
D000640,O000687,RIDER1596,42,48,33,3.3,6
D000641,O000688,RIDER2314,25,20,27,9.9,0
D000642,O000689,RIDER2021,42,40,14,6.4,0
D000643,O000690,RIDER0376,31,34,19,0.8,3
D000644,O000691,RIDER0158,32,41,27,10.3,9
D000645,O000692,RIDER2198,58,77,22,2.8,19
D000646,O000693,RIDER1619,30,37,28,3.6,7
D000647,O000694,RIDER1956,34,48,40,1.2,14
D000648,O000695,RIDER1827,49,54,21,2.1,5
D000649,O000696,RIDER0721,41,48,39,1.6,7
D000650,O000697,RIDER2382,30,47,37,1.5,17
D000651,O000698,RIDER0788,31,28,36,2.5,0
D000652,O000699,RIDER1439,41,40,18,5.5,0
D000653,O000700,RIDER1102,38,37,27,5.5,0
D000654,O000701,RIDER0090,30,29,35,13.6,0
D000655,O000702,RIDER0946,27,27,30,3.8,0
D000656,O000703,RIDER1931,30,51,33,7.5,21
D000657,O000704,RIDER1711,47,46,19,3.1,0
D000658,O000705,RIDER1801,40,35,24,3.1,0
D000659,O000706,RIDER1390,39,36,30,0.5,0
D000660,O000707,RIDER0892,25,30,25,6.7,5
D000661,O000708,RIDER0416,26,58,18,4.2,32
D000662,O000709,RIDER1701,25,32,39,0.1,7
D000663,O000710,RIDER1306,38,39,14,1.5,1
D000664,O000711,RIDER1772,19,50,37,1.9,31
D000665,O000712,RIDER2372,47,45,28,7.3,0
D000666,O000713,RIDER1739,42,38,31,0.5,0
D000667,O000714,RIDER1435,31,52,23,1.4,21
D000668,O000715,RIDER1742,21,21,32,2.7,0
D000669,O000716,RIDER1623,41,36,36,2.3,0
D000670,O000718,RIDER0693,24,19,21,0.5,0
D000671,O000719,RIDER2142,27,30,40,2.9,3
D000672,O000720,RIDER1811,44,49,17,5.7,5
D000673,O000721,RIDER2047,27,26,34,0.9,0
D000674,O000722,RIDER2018,46,48,40,2.4,2
D000675,O000723,RIDER1768,33,36,15,4.6,3
D000676,O000724,RIDER2458,43,38,24,6.0,0
D000677,O000725,RIDER0331,30,31,40,3.4,1
D000678,O000726,RIDER1689,48,72,33,0.4,24
D000679,O000727,RIDER2292,22,28,38,4.2,6
D000680,O000730,RIDER0139,29,25,30,1.1,0
D000681,O000731,RIDER1102,44,67,34,3.7,23
D000682,O000732,RIDER1970,25,26,42,3.3,1
D000683,O000733,RIDER1573,35,36,28,2.0,1
D000684,O000734,RIDER0597,47,43,14,3.4,0
D000685,O000735,RIDER1035,30,36,37,4.8,6
D000686,O000736,RIDER1874,27,32,33,1.8,5
D000687,O000737,RIDER1115,38,41,37,1.2,3
D000688,O000738,RIDER0745,41,40,28,2.8,0
D000689,O000739,RIDER1181,50,67,17,1.1,17
D000690,O000740,RIDER1105,32,43,29,3.6,11
D000691,O000741,RIDER0454,22,47,36,0.4,25
D000692,O000742,RIDER1172,31,28,27,5.4,0
D000693,O000743,RIDER1885,36,32,31,1.7,0
D000694,O000744,RIDER0311,39,35,30,3.7,0
D000695,O000745,RIDER0266,38,56,31,0.4,18
D000696,O000746,RIDER1520,36,43,29,6.7,7
D000697,O000747,RIDER0146,70,92,41,1.2,22
D000698,O000748,RIDER0620,21,25,40,1.1,4
D000699,O000749,RIDER1156,35,46,15,1.0,11
D000700,O000750,RIDER0488,42,44,16,7.1,2
D000701,O000751,RIDER0575,31,28,15,1.1,0
D000702,O000752,RIDER1960,22,21,29,2.0,0
D000703,O000753,RIDER0661,21,21,37,0.2,0
D000704,O000754,RIDER1418,26,41,26,2.1,15
D000705,O000755,RIDER1621,31,46,17,1.1,15
D000706,O000756,RIDER0921,23,27,20,1.2,4
D000707,O000757,RIDER1411,27,31,19,0.9,4
D000708,O000758,RIDER0871,35,34,34,1.3,0
D000709,O000759,RIDER0296,27,51,33,6.3,24
D000710,O000760,RIDER0430,28,31,22,2.0,3
D000711,O000761,RIDER0570,28,56,14,3.4,28
D000712,O000762,RIDER0207,32,37,26,0.6,5
D000713,O000763,RIDER1226,27,29,31,4.3,2
D000714,O000764,RIDER2077,34,30,36,4.5,0
D000715,O000765,RIDER2457,27,24,33,2.1,0
D000716,O000766,RIDER2348,24,39,15,2.5,15
D000717,O000767,RIDER2135,31,49,30,14.0,18
D000718,O000768,RIDER2426,30,29,29,2.1,0
D000719,O000769,RIDER2288,30,29,20,0.8,0
D000720,O000770,RIDER1701,23,20,16,3.0,0
D000721,O000771,RIDER1013,41,42,29,1.6,1
D000722,O000772,RIDER1870,22,44,25,1.7,22
D000723,O000773,RIDER0377,30,48,21,4.4,18
D000724,O000774,RIDER1882,61,87,37,1.2,26
D000725,O000775,RIDER1225,33,43,33,2.2,10
D000726,O000776,RIDER2309,49,51,15,9.0,2
D000727,O000778,RIDER0538,35,44,14,6.1,9
D000728,O000779,RIDER0929,38,34,30,5.4,0
D000729,O000780,RIDER0164,43,40,30,3.1,0
D000730,O000781,RIDER0699,27,27,37,5.8,0
D000731,O000782,RIDER1924,54,58,19,5.7,4
D000732,O000783,RIDER0963,56,78,41,4.2,22
D000733,O000784,RIDER0345,45,46,15,3.7,1
D000734,O000785,RIDER2033,55,57,21,0.9,2
D000735,O000786,RIDER1052,28,35,34,1.9,7
D000736,O000787,RIDER0457,26,28,35,2.7,2
D000737,O000788,RIDER1698,49,54,20,6.2,5
D000738,O000789,RIDER0203,26,31,31,0.3,5
D000739,O000790,RIDER2027,41,48,18,1.4,7
D000740,O000791,RIDER2317,28,50,42,2.2,22
D000741,O000792,RIDER0979,19,37,27,11.9,18
D000742,O000794,RIDER1480,49,47,24,1.1,0
D000743,O000795,RIDER1365,24,23,33,4.6,0
D000744,O000796,RIDER0430,28,29,18,1.4,1
D000745,O000797,RIDER0636,35,41,23,2.6,6
D000746,O000798,RIDER2453,28,27,29,11.4,0
D000747,O000799,RIDER0808,31,34,31,1.7,3
D000748,O000800,RIDER1550,29,39,33,4.2,10
D000749,O000801,RIDER2142,25,55,31,3.6,30
D000750,O000802,RIDER2370,32,50,14,3.9,18
D000751,O000803,RIDER0085,56,74,14,2.0,18
D000752,O000804,RIDER1603,35,31,15,1.5,0
D000753,O000805,RIDER1511,32,35,41,3.6,3
D000754,O000806,RIDER1519,44,64,39,1.0,20
D000755,O000807,RIDER2270,70,66,40,2.7,0
D000756,O000808,RIDER2394,26,21,34,4.0,0
D000757,O000809,RIDER0659,27,25,22,7.0,0
D000758,O000810,RIDER0958,40,44,16,1.4,4
D000759,O000811,RIDER2116,28,34,31,1.8,6
D000760,O000812,RIDER1612,42,53,31,2.5,11
D000761,O000813,RIDER1371,27,28,30,1.8,1
D000762,O000814,RIDER0778,42,38,22,1.8,0
D000763,O000815,RIDER1927,39,36,29,2.4,0
D000764,O000816,RIDER1822,27,22,18,0.8,0
D000765,O000817,RIDER0964,33,39,27,2.1,6
D000766,O000818,RIDER1113,22,17,31,2.7,0
D000767,O000819,RIDER0905,34,38,29,1.4,4
D000768,O000820,RIDER2018,19,32,15,2.1,13
D000769,O000821,RIDER1576,34,37,16,2.5,3
D000770,O000822,RIDER2373,34,36,39,1.6,2
D000771,O000823,RIDER0717,31,28,31,0.4,0
D000772,O000824,RIDER0730,29,31,19,4.9,2
D000773,O000825,RIDER1534,36,33,37,0.9,0
D000774,O000826,RIDER0178,31,48,26,4.6,17
D000775,O000827,RIDER1584,32,62,41,2.1,30
D000776,O000828,RIDER1564,38,71,23,0.4,33
D000777,O000829,RIDER0404,48,43,29,0.5,0
D000778,O000830,RIDER1612,19,25,38,1.7,6
D000779,O000831,RIDER1506,27,23,32,7.9,0
D000780,O000832,RIDER1037,25,23,14,3.8,0
D000781,O000833,RIDER2476,28,34,21,7.5,6
D000782,O000834,RIDER0320,41,42,32,2.4,1
D000783,O000835,RIDER0340,30,29,33,2.2,0
D000784,O000836,RIDER1979,29,28,22,2.0,0
D000785,O000837,RIDER0046,43,48,28,2.9,5
D000786,O000838,RIDER0269,37,33,21,1.4,0
D000787,O000839,RIDER0339,37,32,33,4.1,0
D000788,O000840,RIDER2056,52,72,15,1.9,20
D000789,O000841,RIDER1422,36,55,18,1.4,19
D000790,O000842,RIDER0267,29,51,30,4.3,22
D000791,O000843,RIDER1268,23,41,23,4.6,18
D000792,O000844,RIDER1096,30,29,24,3.5,0
D000793,O000845,RIDER0093,28,30,37,5.7,2
D000794,O000846,RIDER2403,47,46,32,1.9,0
D000795,O000847,RIDER1650,36,58,21,5.3,22
D000796,O000848,RIDER1061,26,33,15,1.9,7
D000797,O000849,RIDER1686,28,35,14,0.6,7
D000798,O000850,RIDER1866,31,51,28,6.2,20
D000799,O000851,RIDER1625,31,29,27,3.9,0
D000800,O000852,RIDER2312,30,54,33,2.1,24
D000801,O000853,RIDER1478,25,24,22,0.6,0
D000802,O000854,RIDER2015,29,35,25,3.5,6
D000803,O000855,RIDER2434,41,36,24,2.5,0
D000804,O000856,RIDER0448,41,39,19,0.7,0
D000805,O000857,RIDER2182,27,43,42,0.4,16
D000806,O000858,RIDER2238,34,39,22,3.9,5
D000807,O000859,RIDER2436,23,51,39,1.6,28
D000808,O000860,RIDER2122,43,40,22,2.7,0
D000809,O000861,RIDER2392,25,30,14,5.0,5
D000810,O000862,RIDER1858,37,60,23,4.8,23
D000811,O000863,RIDER0236,42,61,31,5.4,19
D000812,O000864,RIDER1472,33,33,25,3.1,0
D000813,O000865,RIDER0972,26,28,31,4.9,2
D000814,O000866,RIDER1481,28,34,32,1.9,6
D000815,O000867,RIDER1035,27,31,32,3.1,4
D000816,O000868,RIDER1496,32,33,34,5.4,1
D000817,O000869,RIDER1975,33,30,16,2.4,0
D000818,O000870,RIDER0620,35,36,16,0.8,1
D000819,O000871,RIDER0480,28,24,39,0.7,0
D000820,O000872,RIDER0909,27,52,29,4.5,25
D000821,O000873,RIDER0571,42,65,25,2.0,23
D000822,O000874,RIDER1401,23,22,40,8.6,0
D000823,O000875,RIDER0781,42,41,31,1.3,0
D000824,O000876,RIDER0805,23,23,14,1.6,0
D000825,O000877,RIDER0345,22,37,31,3.6,15
D000826,O000878,RIDER0384,22,26,15,0.3,4
D000827,O000879,RIDER2394,22,24,23,0.9,2
D000828,O000880,RIDER0936,30,55,25,7.2,25
D000829,O000881,RIDER0410,48,78,15,1.2,30
D000830,O000882,RIDER1680,53,62,22,2.0,9
D000831,O000883,RIDER0335,22,22,17,8.9,0
D000832,O000884,RIDER0984,23,18,17,2.7,0
D000833,O000885,RIDER0253,27,31,41,5.8,4
D000834,O000886,RIDER1324,40,42,16,1.6,2
D000835,O000887,RIDER1440,44,47,14,2.3,3
D000836,O000888,RIDER0865,48,74,28,3.6,26
D000837,O000889,RIDER1839,33,36,19,1.7,3
D000838,O000890,RIDER1194,24,37,14,2.1,13
D000839,O000891,RIDER2436,33,34,30,2.0,1
D000840,O000892,RIDER0564,31,27,38,2.3,0
D000841,O000893,RIDER2234,36,39,21,0.9,3
D000842,O000894,RIDER1595,27,52,37,1.8,25
D000843,O000895,RIDER2297,31,37,31,1.8,6
D000844,O000896,RIDER0110,36,42,18,5.4,6
D000845,O000897,RIDER1009,29,49,36,2.8,20
D000846,O000898,RIDER0990,24,31,25,2.6,7
D000847,O000899,RIDER0139,34,40,39,1.8,6
D000848,O000900,RIDER1165,22,26,25,0.3,4
D000849,O000901,RIDER1606,34,37,30,18.4,3
D000850,O000903,RIDER1842,40,51,21,0.4,11
D000851,O000904,RIDER2495,38,35,31,1.8,0
D000852,O000906,RIDER1542,25,27,42,5.1,2
D000853,O000907,RIDER1501,20,19,39,2.3,0
D000854,O000908,RIDER1170,26,56,23,2.4,30
D000855,O000909,RIDER2497,30,33,14,1.5,3
D000856,O000910,RIDER0575,49,74,31,3.9,25
D000857,O000911,RIDER0201,55,78,27,3.0,23
D000858,O000912,RIDER1519,39,69,29,1.6,30
D000859,O000913,RIDER1944,21,19,34,1.6,0
D000860,O000914,RIDER1714,35,41,40,6.0,6
D000861,O000915,RIDER2342,30,41,37,9.3,11
D000862,O000916,RIDER1970,37,53,21,11.9,16
D000863,O000917,RIDER0338,26,28,35,4.9,2
D000864,O000918,RIDER0761,19,24,23,0.6,5
D000865,O000919,RIDER1415,22,27,37,2.4,5
D000866,O000920,RIDER2297,25,27,26,5.7,2
D000867,O000921,RIDER1740,40,43,23,2.6,3
D000868,O000922,RIDER1752,42,65,29,8.6,23
D000869,O000923,RIDER1440,36,34,29,1.4,0
D000870,O000924,RIDER0051,33,46,27,1.4,13
D000871,O000925,RIDER1456,28,44,31,3.2,16
D000872,O000926,RIDER1389,25,52,21,3.5,27
D000873,O000927,RIDER2298,41,46,21,0.5,5
D000874,O000929,RIDER1748,25,30,14,9.3,5
D000875,O000930,RIDER1484,42,39,32,3.8,0
D000876,O000931,RIDER2183,34,35,19,2.0,1
D000877,O000932,RIDER0638,25,32,33,0.8,7
D000878,O000933,RIDER1737,70,68,30,1.2,0
D000879,O000934,RIDER0641,46,42,14,0.4,0
D000880,O000935,RIDER2407,30,58,18,6.6,28
D000881,O000936,RIDER1333,25,24,22,5.7,0
D000882,O000937,RIDER0540,50,73,33,4.1,23
D000883,O000938,RIDER1302,25,33,29,3.2,8
D000884,O000939,RIDER0656,38,54,36,3.5,16
D000885,O000940,RIDER1346,22,22,16,3.9,0
D000886,O000941,RIDER0766,26,41,32,2.7,15
D000887,O000942,RIDER0327,27,24,32,2.0,0
D000888,O000943,RIDER0631,45,49,25,10.4,4
D000889,O000945,RIDER1633,46,52,18,3.9,6
D000890,O000946,RIDER2307,18,32,31,1.3,14
D000891,O000947,RIDER0942,29,33,31,1.0,4
D000892,O000948,RIDER0461,21,19,28,4.4,0
D000893,O000949,RIDER2372,46,53,39,0.6,7
D000894,O000950,RIDER1946,27,30,18,4.8,3
D000895,O000951,RIDER2073,39,37,18,2.3,0
D000896,O000952,RIDER1968,21,20,37,10.3,0
D000897,O000953,RIDER2366,35,34,40,3.3,0
D000898,O000954,RIDER1635,37,35,15,1.8,0
D000899,O000955,RIDER1615,34,41,18,2.4,7
D000900,O000956,RIDER0648,33,33,15,1.4,0
D000901,O000957,RIDER1084,27,25,15,5.6,0
D000902,O000958,RIDER0875,29,34,41,4.6,5
D000903,O000959,RIDER0703,30,41,38,4.3,11
D000904,O000960,RIDER1776,50,55,16,5.6,5
D000905,O000961,RIDER0340,24,31,42,3.6,7
D000906,O000962,RIDER0168,68,64,18,4.6,0
D000907,O000963,RIDER1511,61,69,15,4.5,8
D000908,O000964,RIDER1424,28,42,27,2.9,14
D000909,O000965,RIDER0985,25,25,36,5.3,0
D000910,O000966,RIDER1148,36,43,31,13.2,7
D000911,O000967,RIDER2442,21,19,24,1.9,0
D000912,O000968,RIDER2492,24,26,21,1.9,2
D000913,O000969,RIDER1727,30,26,31,0.6,0
D000914,O000970,RIDER2460,39,66,25,2.2,27
D000915,O000971,RIDER0941,55,87,18,4.2,32
D000916,O000972,RIDER0155,40,40,28,4.7,0
D000917,O000973,RIDER0237,26,25,33,2.2,0
D000918,O000974,RIDER1825,38,43,19,4.4,5
D000919,O000975,RIDER0294,53,55,23,8.4,2
D000920,O000976,RIDER0618,21,16,31,0.6,0
D000921,O000977,RIDER0917,30,43,19,1.0,13
D000922,O000979,RIDER1931,25,44,21,1.8,19
D000923,O000980,RIDER2323,26,28,14,3.0,2
D000924,O000981,RIDER1124,29,26,21,2.5,0
D000925,O000982,RIDER1537,27,23,36,2.5,0
D000926,O000983,RIDER1667,33,28,23,1.6,0
D000927,O000984,RIDER1678,24,29,38,7.2,5
D000928,O000985,RIDER1670,32,37,40,5.4,5
D000929,O000986,RIDER0375,28,31,18,2.4,3
D000930,O000987,RIDER0963,31,33,17,4.2,2
D000931,O000988,RIDER2454,32,55,24,6.4,23
D000932,O000989,RIDER0394,43,76,31,0.7,33
D000933,O000990,RIDER0185,24,26,15,5.1,2
D000934,O000991,RIDER0652,24,21,22,0.8,0
D000935,O000992,RIDER0144,21,28,27,11.1,7
D000936,O000993,RIDER1828,28,39,14,3.4,11
D000937,O000994,RIDER0769,23,40,21,2.4,17
D000938,O000995,RIDER0613,29,34,25,6.1,5
D000939,O000996,RIDER1936,54,68,31,1.6,14
D000940,O000997,RIDER1480,32,27,25,6.9,0
D000941,O000998,RIDER2206,23,20,31,2.4,0
D000942,O000999,RIDER1552,47,48,41,4.2,1
D000943,O001000,RIDER1682,42,43,27,2.1,1
D000944,O001001,RIDER2240,38,36,15,2.9,0
D000945,O001002,RIDER0871,41,38,35,2.5,0
D000946,O001003,RIDER2452,30,33,31,4.0,3
D000947,O001004,RIDER1509,21,27,19,8.7,6
D000948,O001005,RIDER1022,41,69,25,5.4,28
D000949,O001006,RIDER0378,23,52,21,0.0,29
D000950,O001007,RIDER0964,25,29,36,1.1,4
D000951,O001008,RIDER0353,25,38,17,2.4,13
D000952,O001009,RIDER1957,21,36,28,3.4,15
D000953,O001010,RIDER2107,32,27,14,2.4,0
D000954,O001011,RIDER1380,41,41,37,4.1,0
D000955,O001012,RIDER2265,25,58,35,2.8,33
D000956,O001013,RIDER2248,28,35,32,7.2,7
D000957,O001014,RIDER2295,26,24,38,2.5,0
D000958,O001015,RIDER0143,54,67,35,2.1,13
D000959,O001016,RIDER2173,27,27,40,2.4,0
D000960,O001017,RIDER0993,20,16,19,8.0,0
D000961,O001018,RIDER2148,22,29,19,2.0,7
D000962,O001019,RIDER0073,63,68,17,0.7,5
D000963,O001020,RIDER2158,25,29,30,2.2,4
D000964,O001021,RIDER2208,25,23,14,1.2,0
D000965,O001022,RIDER1823,36,67,35,2.9,31
D000966,O001024,RIDER0003,43,44,24,1.2,1
D000967,O001025,RIDER0955,30,41,27,2.2,11
D000968,O001026,RIDER1222,21,27,15,4.7,6
D000969,O001027,RIDER1026,26,27,36,2.0,1
D000970,O001029,RIDER1561,38,34,23,1.6,0
D000971,O001030,RIDER1584,34,60,39,1.3,26
D000972,O001031,RIDER1826,32,27,22,5.4,0
D000973,O001032,RIDER1885,25,30,14,1.5,5
D000974,O001033,RIDER1651,19,39,38,3.4,20
D000975,O001034,RIDER0616,44,45,15,3.7,1
D000976,O001035,RIDER1718,34,35,21,2.1,1
D000977,O001036,RIDER1517,32,66,34,0.4,34
D000978,O001037,RIDER0929,44,43,35,3.7,0
D000979,O001038,RIDER0479,23,52,37,1.9,29
D000980,O001039,RIDER1918,37,39,36,0.2,2
D000981,O001040,RIDER0022,59,67,25,0.8,8
D000982,O001041,RIDER1412,28,23,33,2.8,0
D000983,O001042,RIDER0076,51,48,14,0.7,0
D000984,O001043,RIDER1110,24,23,15,5.0,0
D000985,O001044,RIDER0704,35,31,22,3.7,0
D000986,O001045,RIDER0417,34,42,25,4.5,8
D000987,O001046,RIDER0855,22,51,31,1.8,29
D000988,O001047,RIDER1505,55,64,29,3.1,9
D000989,O001049,RIDER0423,32,57,16,6.6,25
D000990,O001050,RIDER0644,70,91,16,2.8,21
D000991,O001051,RIDER0284,20,15,22,1.2,0
D000992,O001052,RIDER1461,39,36,28,0.7,0
D000993,O001053,RIDER2464,25,52,24,7.2,27
D000994,O001054,RIDER0197,36,61,28,2.3,25
D000995,O001055,RIDER2286,32,28,14,2.1,0
D000996,O001056,RIDER1213,37,38,19,6.3,1
D000997,O001057,RIDER2407,54,54,16,1.0,0
D000998,O001059,RIDER1029,26,32,40,1.5,6
D000999,O001060,RIDER1980,43,50,40,3.4,7
D001000,O001062,RIDER0555,24,49,37,1.0,25
D001001,O001063,RIDER1492,33,28,41,3.1,0
D001002,O001064,RIDER2433,41,42,36,3.3,1
D001003,O001065,RIDER1167,44,42,28,1.3,0
D001004,O001066,RIDER2355,24,29,37,9.8,5
D001005,O001067,RIDER0917,30,30,25,1.8,0
D001006,O001068,RIDER2236,23,18,32,8.2,0
D001007,O001069,RIDER0127,28,27,31,8.8,0
D001008,O001070,RIDER0240,24,50,41,3.0,26
D001009,O001071,RIDER1021,31,38,15,0.9,7
D001010,O001072,RIDER0591,42,76,14,1.1,34
D001011,O001073,RIDER1360,34,32,14,3.1,0
D001012,O001074,RIDER2442,38,55,22,2.3,17
D001013,O001075,RIDER0430,46,44,24,4.6,0
D001014,O001076,RIDER2171,24,19,30,2.1,0
D001015,O001077,RIDER2351,27,32,31,3.7,5
D001016,O001078,RIDER1532,53,55,25,0.9,2
D001017,O001079,RIDER1470,32,36,33,0.9,4
D001018,O001080,RIDER1278,32,32,28,3.6,0
D001019,O001081,RIDER1545,30,25,16,5.0,0
D001020,O001082,RIDER1319,35,51,42,0.9,16
D001021,O001083,RIDER2154,60,68,19,0.3,8
D001022,O001084,RIDER1054,29,28,27,1.4,0
D001023,O001085,RIDER2398,40,36,18,0.4,0
D001024,O001087,RIDER1874,29,28,30,4.8,0
D001025,O001088,RIDER1315,30,47,37,3.3,17
D001026,O001089,RIDER1483,26,31,16,3.9,5
D001027,O001090,RIDER1821,35,50,42,6.4,15
